Departement;codeInsee;Nom commune
35;35215;PARIGNE
35;35218;LE PETIT-FOUGERAY
35;35317;SAINT-SYMPHORIEN
35;35016;BAULON
35;35029;BONNEMAIN
35;35035;BOVEL
35;35059;LA CHAPELLE-DES-FOUGERETZ
35;35121;GOSNE
35;35150;LECOUSSE
35;35152;LIFFRE
35;35168;VAL D'ANAST
35;35178;MEZIERES-SUR-COUESNON
35;35268;SAINT-GANTON
35;35008;AVAILLES-SUR-SEICHE
35;35033;BOURG-DES-COMPTES
35;35064;LA CHAPELLE-DE-BRAIN
35;35118;GAHARD
35;35143;LANDUJAN
35;35155;LOHEAC
35;35156;LONGAULNAY
35;35172;MEILLAC
35;35190;MONTHAULT
35;35226;PLEUGUENEUC
35;35233;QUEBRIAC
35;35237;RENAC
35;35240;LE RHEU
35;35270;SAINT-GEORGES-DE-GREHAIGNE
35;35312;SAINT-SENOUX
35;35320;SAINT-UNIAC
35;35345;TREVERIEN
35;35038;BREAL-SOUS-VITRE
35;35044;BROUALAN
35;35068;CHATEAUBOURG
35;35095;DOL-DE-BRETAGNE
35;35163;LUITRE-DOMPIERRE
35;35204;NOUVOITOU
35;35253;SAINT-AUBIN-DU-CORMIER
35;35295;SAINT-MAUGAN
35;35297;SAINT-MEEN-LE-GRAND
35;35354;VIEUX-VIEL
56;56004;ARZAL
56;56015;BERRIC
56;56051;CRUGUEL
56;56085;HŒDIC
56;56115;LOCMARIA-GRAND-CHAMP
56;56245;SILFIAC
56;56035;CARO
56;56039;LA CHAPELLE-NEUVE
56;56080;GUILLIERS
56;56087;ILE-AUX-MOINES
56;56091;JOSSELIN
56;56195;LA ROCHE-BERNARD
56;56199;ROUDOUALLEC
56;56201;LE SAINT
56;56014;BERNE
56;56040;CLEGUER
56;56057;LE FAOUET
56;56075;GUER
56;56081;GUISCRIFF
56;56132;MEUCON
56;56156;PERSQUEN
56;56159;PLEUCADEUC
56;56202;SAINT-ABRAHAM
56;56210;SAINT-CARADEC-TREGOMEL
56;56239;SAINT-VINCENT-SUR-OUST
56;56251;THEIX-NOYALO
56;56259;LA TRINITE-SURZUR
56;56001;ALLAIRE
56;56021;BRANDERION
56;56031;CAMORS
56;56077;LE GUERNO
56;56105;LANVENEGEN
56;56107;LARMOR-PLAGE
56;56109;LAUZACH
56;56146;NEULLIAC
56;56148;NOSTANG
56;56166;PLOUAY
56;56191;REMINIAC
56;56208;SAINT-BRIEUC-DE-MAURON
56;56018;BILLIERS
56;56023;BRECH
56;56044;COURNON
56;56060;LES FOUGERETS
56;56092;KERFOURN
56;56110;LIGNOL
56;56126;MARZAN
56;56144;EVELLYS
56;56162;PLOEMEUR
56;56173;PLUMELIAU-BIEUZY
56;56185;QUEVEN
56;56193;RIANTEC
56;56237;SAINT-THURIAU
56;56002;AMBON
56;56017;BIGNAN
56;56071;GUEHENNO
56;56088;ILE-D'ARZ
56;56100;LANGONNET
56;56102;FORGES DE LANOUEE
56;56140;MOREAC
56;56169;PLOUHINEC
56;56170;PLOURAY
56;56198;ROHAN
56;56216;SAINT-GORGON
56;56250;THEHILLAC
56;56047;CREDIN
56;56106;LARMOR-BADEN
56;56108;LARRE
56;56155;PENESTIN
56;56161;PLOEMEL
56;56229;SAINT-MARTIN-SUR-OUST
56;56253;TREAL
56;56255;TREFFLEAN
56;56020;BOHAL
56;56022;BRANDIVY
56;56072;GUELTAS
56;56104;LANVAUDAN
56;56112;LIZIO
56;56143;MUZILLAC
56;56206;SAINT-AVE
56;56231;SAINT-NOLFF
56;56257;LA TRINITE-PORHOET
56;56262;LE BONO
56;56045;LE COURS
56;56062;GAVRES
56;56089;INGUINIEL
56;56090;INZINZAC-LOCHRIST
56;56128;MELRAND
56;56182;PRIZIAC
56;56219;SAINT-GUYOMARD
56;56261;LA VRAIE-CROIX
56;56034;CARNAC
56;56068;LA GREE-SAINT-LAURENT
56;56135;MOLAC
56;56136;MONTENEUF
56;56139;MONTERTELOT
56;56154;PEILLAC
56;56197;VAL D'OUST
56;56223;SAINT-JEAN-LA-POTERIE
56;56241;SAUZON
56;56264;KERNASCLEDEN
56;56097;LANDEVANT
56;56114;LOCMARIA
56;56117;LOCMINE
56;56152;LE PALAIS
56;56186;QUIBERON
56;56218;SAINT-GRAVE
56;56260;VANNES
56;56012;BEIGNON
56;56066;GOURIN
56;56167;PLOUGOUMELEN
56;56172;PLUMELEC
56;56013;BELZ
56;56019;BILLIO
56;56026;BUBRY
56;56076;GUERN
56;56121;LORIENT
56;56130;MERLEVENEZ
56;56175;PLUMERGAT
56;56180;PORCARO
56;56207;SAINT-BARTHELEMY
56;56221;SAINT-JACUT-LES-PINS
56;56238;SAINT-TUGDUAL
56;56249;TAUPONT
56;56009;BANGOR
56;56065;GOURHEL
56;56074;GUENIN
56;56111;LIMERZEL
56;56190;REGUINY
56;56247;SULNIAC
56;56025;BRIGNAC
56;56029;CALAN
56;56070;GUEGON
56;56093;KERGRIST
56;56147;NIVILLAC
56;56189;RADENAC
56;56214;SAINT-GILDAS-DE-RHUYS
56;56215;SAINT-GONNERY
56;56007;AURAY
56;56008;BADEN
56;56024;BREHAN
56;56046;CRACH
56;56050;LA CROIX-HELLEAN
56;56055;ETEL
56;56067;GRAND-CHAMP
56;56078;GUIDEL
56;56084;LE HEZO
56;56119;LOCOAL-MENDON
56;56123;MALANSAC
56;56131;MESLAN
56;56133;MISSIRIAC
56;56157;PLAUDREN
56;56176;PLUNERET
56;56200;RUFFIAC
56;56220;SAINTE-HELENE
56;56258;LA TRINITE-SUR-MER
56;56006;AUGAN
56;56036;CAUDAN
56;56118;LOCMIQUELIC
56;56227;SAINT-MALO-DES-TROIS-FONTAINES
56;56252;LE TOUR-DU-PARC
56;56033;CARENTOIR
56;56083;HENNEBONT
56;56134;MOHON
56;56137;MONTERBLANC
56;56160;PLEUGRIFFET
56;56209;SAINTE-BRIGITTE
56;56054;ERDEVEN
56;56056;EVRIGUET
56;56096;LANDAUL
56;56101;LANGUIDIC
56;56188;QUISTINIC
56;56213;SAINT-GERAND-CROIXANVEC
56;56228;SAINT-MARCEL
56;56234;SAINT-PIERRE-QUIBERON
56;56240;SARZEAU
56;56256;TREHORENTEUC
56;56032;CAMPENEAC
56;56053;ELVEN
56;56069;GROIX
56;56099;LANGOELAN
56;56120;LOCQUELTAS
56;56127;MAURON
56;56179;PONT-SCORFF
56;56203;SAINT-AIGNAN
56;56246;LE SOURN
56;56263;SAINTE-ANNE-D'AURAY
56;56063;GESTEL
56;56082;HELLEAN
56;56165;PLOERMEL
56;56205;SAINT-ARMEL
56;56226;SAINT-MALO-DE-BEIGNON
56;56236;SAINT-SERVANT
56;56242;SEGLIEN
56;56003;ARRADON
56;56027;BULEON
56;56028;CADEN
56;56079;GUILLAC
56;56122;LOYAT
56;56141;MOUSTOIR-AC
56;56174;PLUMELIN
56;56177;PLUVIGNER
56;56212;SAINT-DOLAY
56;56232;SAINT-PERREUX
56;56254;TREDION
56;56043;CONCORET
56;56061;LA GACILLY
56;56094;KERVIGNAC
56;56124;MALESTROIT
56;56149;NOYAL-MUZILLAC
56;56153;PEAULE
56;56224;SAINT-LAURENT-SUR-OUST
56;56244;SERENT
56;56010;BAUD
56;56042;COLPO
56;56052;DAMGAN
56;56125;MALGUENAC
56;56129;MENEAC
56;56145;NEANT-SUR-YVEL
56;56204;SAINT-ALLOUESTRE
56;56222;SAINT-JEAN-BREVELAY
56;56233;SAINT-PHILIBERT
56;56086;ILE-D'HOUAT
56;56113;LOCMALO
56;56163;PLOERDUT
56;56178;PONTIVY
56;56181;PORT-LOUIS
56;56194;RIEUX
56;56230;SAINT-NICOLAS-DU-TERTRE
56;56073;GUEMENE-SUR-SCORFF
56;56184;QUESTEMBERT
56;56211;SAINT-CONGARD
56;56005;ARZON
56;56011;BEGANNE
56;56030;CAMOEL
56;56058;FEREL
56;56103;LANTILLAC
56;56116;LOCMARIAQUER
56;56158;PLESCOP
56;56164;PLOEREN
56;56196;ROCHEFORT-EN-TERRE
56;56225;SAINT-LERY
56;56041;CLEGUEREC
56;56048;LE CROISTY
56;56098;LANESTER
56;56151;NOYAL-PONTIVY
56;56168;PLOUHARNEL
56;56171;PLUHERLIN
56;56243;SENE
56;56248;SURZUR
